
Consulta do plano de contas 1 - DOURALEX - 9014 PARTICIPANTE

Código;Classificação;Nome;Apelido;Consolidada;Relatório;Concilia Aut.;Ct. Obrigatória;Fórmula
3824;05.01.01.001;    Resultado Líquido do Exercício ;RLE; ;Demonstração do resultado;NÃO;NÃO;
4162;06;RESUMO;RESM; ;Balanço patrimonial;NÃO;NÃO;
4170;07;ATIVO;ATIV; ;Balanço patrimonial;NÃO;NÃO;
4189;08;COMPENSAÇÕES;COMPENS; ;Balanço patrimonial;NÃO;NÃO;
9768;08.1; COMPENSAÇÃO DO ATIVO;; ;Balanço patrimonial;NÃO;NÃO;
9458;08.1.01;  COMPENSAÇÃO;; ;Balanço patrimonial;NÃO;NÃO;
9466;08.1.01.001;    Bens Remetidos Para Conserto ;REMCONSERTO; ;Balanço patrimonial;NÃO;NÃO;
9474;08.1.01.002;    Mercadorias Recebidas em Consignação ;MERCRECCONSIG; ;Balanço patrimonial;NÃO;NÃO;
9482;08.1.01.003;    Bens Recebidos em Comodato ;BENSRECCOMODATO; ;Balanço patrimonial;NÃO;NÃO;
9490;08.1.01.004;    Outros Creditos ;OUTROSCRED; ;Balanço patrimonial;NÃO;NÃO;
9504;08.1.01.005;    Bens Remetidos Para Demonstração ;BENSREMDEMO; ;Balanço patrimonial;NÃO;NÃO;
9512;08.1.01.006;    Bens Recebidos Para Demonstração ;BENSRECDEMO; ;Balanço patrimonial;NÃO;NÃO;
9520;08.1.01.007;    Bens Recebidos Para Conserto ;BENSRECCONSER; ;Balanço patrimonial;NÃO;NÃO;
9539;08.1.01.008;    Remessa de Vasilhame ;REMVASILHA; ;Balanço patrimonial;NÃO;NÃO;
9547;08.1.01.009;    Entrada de Vasilhame ;ENTRVASILHA; ;Balanço patrimonial;NÃO;NÃO;
9555;08.1.01.010;    Bens Remetidos em Comodata ;BENSREMCOMOD; ;Balanço patrimonial;NÃO;NÃO;
9563;08.1.01.011;    Remessa para Venda Fora do Estabelecimento ;REMVDFESTAB; ;Balanço patrimonial;NÃO;NÃO;
9571;08.1.01.012;    Remessa de Deposito/Armazem ;REMDEPOSITO; ;Balanço patrimonial;NÃO;NÃO;
9580;08.1.01.013;    Despesas de Terceiros ;; ;Balanço patrimonial;NÃO;NÃO;
9598;08.1.01.014;    Despesas de Terceiros - SINAIS DE GPS ;; ;Balanço patrimonial;NÃO;NÃO;
9601;08.1.01.015;    Despesas de Terceiros - Oxigenio Rondonopolis ;; ;Balanço patrimonial;NÃO;NÃO;
9776;08.2; COMPENSAÇÃO PASSIVO;; ;Balanço patrimonial;NÃO;NÃO;
9610;08.2.01;  COMPENSAÇÃO;; ;Balanço patrimonial;NÃO;NÃO;
9628;08.2.01.001;    Conserto de Bens por Terceiros ;BENSCONSTERC; ;Balanço patrimonial;NÃO;NÃO;
9636;08.2.01.002;    Mercadorias em Consignação a Devolver ;MERCCONSIGDEV; ;Balanço patrimonial;NÃO;NÃO;
9644;08.2.01.003;    Bens Recebidos em Comodato a Devolver ;BENSRECCDTODEV; ;Balanço patrimonial;NÃO;NÃO;
9652;08.2.01.004;    Implantação Saldo de Balanço ;; ;Balanço patrimonial;NÃO;NÃO;
9660;08.2.01.005;    Demonstração de Bens em Poder de Terceiros ;DEMOPODERTERC; ;Balanço patrimonial;NÃO;NÃO;
9679;08.2.01.006;    Demonstração de Bens de Terceiros ;DEMODETERC; ;Balanço patrimonial;NÃO;NÃO;
9687;08.2.01.007;    Conserto de Bens de Terceiros ;CONSBENSDETERC; ;Balanço patrimonial;NÃO;NÃO;
9695;08.2.01.008;    Vasilhame em Poder de Terceiros ;VASILHAPODTERC; ;Balanço patrimonial;NÃO;NÃO;
9709;08.2.01.009;    Vasilhame de Terceiros ;VASILHADETERC; ;Balanço patrimonial;NÃO;NÃO;
9717;08.2.01.010;    Comodata em Poder de Terceiros ;CDTAPODERTERC; ;Balanço patrimonial;NÃO;NÃO;
9725;08.2.01.011;    Outros Debitos ;OUTROSDBTOS; ;Balanço patrimonial;NÃO;NÃO;
9733;08.2.01.012;    Remessa para Venda Fora do Estabelecimento a retornar ;RETREMVDFESTAB; ;Balanço patrimonial;NÃO;NÃO;
9741;08.2.01.013;    Remessa de Deposito/Armazem ;REMDEPARM; ;Balanço patrimonial;NÃO;NÃO;
9750;08.2.01.014;    Despesas de Terceiros - Licenciamento e Emplacamento ;; ;Balanço patrimonial;NÃO;NÃO;
4197;09;RESULTADO DO EXERCÍCIO;RESULT; ;Balanço patrimonial;NÃO;NÃO;
